,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
0,2015-01-01,7.2,2.9,12.6,0.0,,,15.5,,1034.5,
1,2015-01-02,8.0,3.1,16.5,0.0,,,16.4,,1035.9,
2,2015-01-03,10.6,6.1,17.6,0.0,,,15.5,,1033.5,
3,2015-01-04,10.3,6.1,16.6,0.0,,,20.1,,1031.3,
4,2015-01-05,8.8,4.9,15.7,0.0,,,15.2,,1029.8,
5,2015-01-06,8.1,5.2,14.5,0.0,,,18.7,,1026.0,
6,2015-01-07,8.2,5.4,15.0,0.0,,,16.8,,1030.6,
7,2015-01-08,7.1,4.0,12.9,0.0,,,22.8,,1036.3,
8,2015-01-09,7.8,3.8,14.8,0.0,,,21.0,,1039.9,
9,2015-01-10,11.1,7.2,17.8,0.0,,,14.3,,1031.8,
10,2015-01-11,10.4,7.2,15.5,0.0,,,19.0,,1028.3,
11,2015-01-12,9.9,5.4,15.6,0.0,,,21.5,,1032.7,
12,2015-01-13,11.5,7.8,16.0,0.0,,,15.7,,1025.9,
13,2015-01-14,11.2,8.1,16.9,0.0,,,10.0,,1024.7,
14,2015-01-15,10.3,6.0,15.8,0.0,,,10.7,,1018.2,
15,2015-01-16,10.1,7.9,14.2,0.1,,,12.0,,1010.3,
16,2015-01-17,7.8,4.1,12.8,0.0,,,14.4,,1019.4,
17,2015-01-18,7.4,1.6,13.7,5.8,,,18.4,,1016.1,
18,2015-01-19,6.9,6.0,8.2,7.5,,,15.8,,1009.4,
19,2015-01-20,7.2,5.7,10.4,0.0,,,17.0,,1009.0,
20,2015-01-21,6.7,4.0,10.6,0.0,,,13.6,,1007.2,
21,2015-01-22,6.5,2.9,13.1,0.0,,,16.4,,1009.9,
22,2015-01-23,7.9,2.5,14.8,0.0,,,17.8,,1015.6,
23,2015-01-24,9.5,4.6,15.1,0.0,,,22.6,,1018.5,
24,2015-01-25,10.8,7.0,17.0,0.0,,,15.6,,1020.0,
25,2015-01-26,7.8,4.6,13.5,0.0,,,14.7,,1025.6,
26,2015-01-27,9.0,6.3,13.2,0.0,,,14.2,,1022.4,
27,2015-01-28,8.1,4.4,13.6,0.0,,,12.6,,1021.3,
28,2015-01-29,10.7,5.4,17.6,0.0,,,18.4,,1007.1,
29,2015-01-30,14.2,8.8,18.3,0.2,,,31.6,,991.6,
30,2015-01-31,10.2,7.0,15.1,0.0,,,14.6,,989.8,
31,2015-02-01,7.9,5.3,13.0,0.0,,,25.5,,1003.1,
32,2015-02-02,6.7,3.3,11.7,0.2,,,15.5,,1007.9,
33,2015-02-03,6.6,4.4,8.9,8.9,,,15.0,,998.3,
34,2015-02-04,5.1,1.8,8.0,1.1,,,21.9,,998.1,
35,2015-02-05,6.6,3.4,11.4,0.0,,,13.8,,1001.6,
36,2015-02-06,4.4,0.5,9.7,0.0,,,16.0,,1007.9,
37,2015-02-07,5.7,1.5,10.7,0.0,,,14.9,,1018.0,
38,2015-02-08,7.2,4.0,12.3,0.0,,,19.0,,1019.6,
39,2015-02-09,6.9,2.6,13.5,0.0,,,18.8,,1025.3,
40,2015-02-10,8.4,3.8,14.7,0.0,,,16.7,,1024.8,
41,2015-02-11,7.9,3.0,15.7,0.0,,,11.6,,1023.4,
42,2015-02-12,9.0,4.4,14.4,0.0,,,13.6,,1021.5,
43,2015-02-13,11.3,8.8,15.5,0.0,,,14.9,,1020.1,
44,2015-02-14,11.0,6.3,15.3,0.0,,,12.7,,1013.9,
45,2015-02-15,10.9,8.4,14.2,0.0,,,10.7,,1009.4,
46,2015-02-16,10.0,5.1,15.0,0.0,,,11.7,,1015.7,
47,2015-02-17,11.9,9.7,14.9,0.0,,,14.2,,1024.1,
48,2015-02-18,11.2,8.1,15.8,0.0,,,15.3,,1031.4,
49,2015-02-19,9.1,5.0,14.2,0.0,,,15.1,,1031.8,
50,2015-02-20,8.5,4.4,13.4,0.0,,,15.3,,1023.0,
51,2015-02-21,9.3,5.2,13.3,0.0,,,9.2,,1006.1,
52,2015-02-22,9.6,4.3,16.6,0.0,,,14.5,,1007.3,
53,2015-02-23,10.9,6.0,18.9,,,,11.9,,1009.5,
54,2015-02-24,11.2,7.8,15.3,0.0,,,24.3,,1014.2,
55,2015-02-25,11.9,6.6,19.9,0.0,,,14.2,,1017.4,
56,2015-02-26,10.8,6.6,17.3,0.0,,,9.6,,1017.9,
57,2015-02-27,11.8,7.9,17.9,0.0,,,14.9,,1015.2,
58,2015-02-28,9.2,4.8,13.2,0.0,,,14.4,,1020.7,
59,2015-03-01,12.8,9.3,17.2,0.0,,,14.7,,1020.4,
60,2015-03-02,16.3,13.5,23.4,0.0,,,14.7,,1019.7,
61,2015-03-03,13.5,10.3,17.2,0.0,,,6.0,,1025.2,
62,2015-03-04,10.1,6.5,14.2,22.2,,,12.6,,1025.4,
63,2015-03-05,11.6,4.7,19.9,0.0,,,17.9,,1027.1,
64,2015-03-06,10.4,5.7,15.4,0.0,,,15.8,,1031.0,
65,2015-03-07,10.9,6.2,16.7,0.0,,,12.5,,1028.4,
66,2015-03-08,10.5,6.8,16.0,0.0,,,12.0,,1025.3,
67,2015-03-09,11.7,8.4,15.7,0.0,,,12.8,,1024.7,
68,2015-03-10,12.3,8.9,17.5,0.0,,,14.7,,1025.5,
69,2015-03-11,12.1,7.4,16.4,0.0,,,9.7,,1023.3,
70,2015-03-12,12.8,9.3,18.4,0.0,,,14.0,,1020.8,
71,2015-03-13,12.6,9.1,16.0,0.0,,,12.3,,1021.3,
72,2015-03-14,9.1,5.9,11.7,7.0,,,13.4,,1020.1,
73,2015-03-15,8.3,3.6,13.7,1.7,,,16.0,,1017.3,
74,2015-03-16,9.1,6.1,12.6,0.0,,,16.3,,1019.3,
75,2015-03-17,10.3,4.7,15.2,0.0,,,15.2,,1021.4,
76,2015-03-18,13.5,12.3,16.0,0.0,,,31.5,,1020.9,
77,2015-03-19,14.4,11.3,17.8,0.0,,,33.4,,1018.9,
78,2015-03-20,14.4,12.5,16.4,18.3,,,42.6,,1015.1,
79,2015-03-21,13.8,12.3,15.8,1.5,,,35.0,,1010.4,
80,2015-03-22,13.1,11.5,15.5,0.0,,,23.9,,1010.8,
81,2015-03-23,13.4,12.3,15.8,4.5,,,30.2,,1011.9,
82,2015-03-24,12.8,12.0,14.4,2.0,,,30.3,,1005.8,
83,2015-03-25,11.3,9.5,13.6,2.1,,,13.5,,1002.7,
84,2015-03-26,11.3,6.6,15.5,0.0,,,19.3,,,
85,2015-03-27,13.2,8.8,17.7,,,,11.7,,,
86,2015-03-28,14.8,9.5,20.2,0.0,,,10.6,,1021.8,
87,2015-03-29,14.7,11.6,18.4,0.0,,,10.8,,1021.4,
88,2015-03-30,16.2,13.4,22.6,0.0,,,7.5,,1019.2,
89,2015-03-31,16.1,12.0,21.8,0.0,,,13.8,,1022.4,
90,2015-04-01,14.1,11.7,18.0,0.0,,,15.2,,1025.5,
91,2015-04-02,13.6,10.0,17.0,0.0,,,16.4,,1024.9,
92,2015-04-03,12.8,9.1,16.8,0.0,,,12.9,,1020.1,
93,2015-04-04,13.6,10.3,17.5,0.0,,,10.0,,1014.5,
94,2015-04-05,13.2,9.2,17.1,0.0,,,14.3,,1012.7,
95,2015-04-06,13.2,9.4,15.9,0.0,,,16.9,,1020.6,
96,2015-04-07,12.0,7.8,16.9,0.0,,,19.9,,1027.7,
97,2015-04-08,11.4,6.3,17.2,0.0,,,15.9,,1030.6,
98,2015-04-09,11.5,6.0,16.2,0.0,,,14.0,,1028.5,
99,2015-04-10,12.9,8.2,17.6,0.0,,,14.5,,1025.9,
100,2015-04-11,13.9,10.8,17.6,0.0,,,18.9,,1025.7,
101,2015-04-12,15.2,11.1,18.9,0.0,,,12.1,,1028.8,
102,2015-04-13,14.4,10.1,19.1,0.0,,,11.2,,1029.7,
103,2015-04-14,15.3,10.6,20.6,0.0,,,9.4,,,
104,2015-04-15,15.9,10.7,21.2,0.0,,,18.6,,,
105,2015-04-16,16.3,14.6,19.2,2.9,,,12.8,,1016.1,
106,2015-04-17,16.1,12.6,22.4,0.0,,,12.2,,1016.9,
107,2015-04-18,15.8,12.2,21.2,3.6,,,13.3,,1015.1,
108,2015-04-19,15.6,13.3,20.4,0.0,,,13.0,,1014.0,
109,2015-04-20,14.9,11.6,18.2,0.0,,,9.8,,1021.5,
110,2015-04-21,16.7,12.1,22.8,0.0,,,10.7,,1024.1,
111,2015-04-22,15.9,12.6,21.0,0.0,,,11.5,,1022.6,
112,2015-04-23,16.0,10.9,19.9,0.0,,,10.7,,1018.1,
113,2015-04-24,16.4,12.9,20.7,0.0,,,16.2,,1016.2,
114,2015-04-25,17.2,16.3,19.8,0.0,,,14.5,,1013.6,
115,2015-04-26,17.3,15.1,19.8,3.6,,,8.5,,1008.1,
116,2015-04-27,17.5,13.0,24.7,0.0,,,14.0,,1004.3,
117,2015-04-28,15.8,12.1,19.2,1.0,,,11.7,,1015.7,
118,2015-04-29,15.3,11.2,19.3,0.0,,,16.1,,1018.5,
119,2015-04-30,16.7,13.8,20.0,0.0,,,18.0,,1020.0,
120,2015-05-01,17.1,15.2,19.7,0.0,,,24.2,,1014.2,
121,2015-05-02,19.4,16.0,23.7,0.0,,,15.4,,1013.7,
122,2015-05-03,20.1,16.7,26.1,0.0,,,16.9,,1010.2,
123,2015-05-04,17.9,16.0,21.0,0.0,,,16.2,,1009.5,
124,2015-05-05,19.8,16.8,28.9,0.0,,,12.6,,1009.7,
125,2015-05-06,18.8,15.2,23.2,0.0,,,13.3,,1016.3,
126,2015-05-07,17.8,14.0,21.8,0.0,,,12.9,,1019.8,
127,2015-05-08,18.6,14.2,23.9,0.0,,,18.2,,1016.8,
128,2015-05-09,19.9,16.3,23.8,0.0,,,17.3,,1023.2,
129,2015-05-10,19.5,16.4,23.8,,,,16.2,,1024.4,
130,2015-05-11,19.7,14.7,25.8,0.0,,,14.0,,1023.0,
131,2015-05-12,19.4,15.1,23.7,0.0,,,11.6,,1023.3,
132,2015-05-13,20.0,15.6,25.3,,,,20.1,,1021.6,
133,2015-05-14,21.1,18.2,25.3,,,,13.1,,1012.9,
134,2015-05-15,19.1,14.9,28.0,0.5,,,19.4,,1013.9,
135,2015-05-16,18.9,14.3,25.0,0.0,,,17.0,,1020.9,
136,2015-05-17,18.8,15.4,23.2,0.0,,,13.5,,1021.6,
137,2015-05-18,18.9,14.6,22.5,0.0,,,18.7,,1015.4,
138,2015-05-19,17.6,14.3,21.2,10.1,,,11.7,,1012.0,
139,2015-05-20,15.2,11.7,18.2,,,,12.7,,1017.3,
140,2015-05-21,16.4,12.8,20.2,0.0,,,19.8,,1021.9,
141,2015-05-22,17.3,13.1,21.2,0.0,,,16.8,,1021.4,
142,2015-05-23,17.7,12.9,22.2,0.0,,,14.7,,1017.0,
143,2015-05-24,18.3,15.3,23.3,0.0,,,11.4,,1016.8,
144,2015-05-25,19.3,14.7,25.6,0.0,,,16.6,,1016.0,
145,2015-05-26,19.2,17.0,23.1,0.0,,,14.5,,1015.6,
146,2015-05-27,18.5,15.8,21.7,0.0,,,14.2,,1018.8,
147,2015-05-28,18.8,15.3,22.6,0.0,,,18.9,,1019.2,
148,2015-05-29,18.8,15.1,22.7,0.0,,,12.6,,1016.0,
149,2015-05-30,19.3,16.3,22.9,0.0,,,10.6,,1017.5,
150,2015-05-31,19.8,16.3,22.9,0.0,,,9.9,,1018.2,
151,2015-06-01,21.1,18.3,24.9,0.0,,,13.1,,1018.8,
152,2015-06-02,20.7,17.0,24.3,0.0,,,13.4,,1020.3,
153,2015-06-03,21.7,17.6,24.4,,,,12.1,,,
154,2015-06-04,22.9,18.7,27.4,0.0,,,11.3,,1021.6,
155,2015-06-05,23.0,18.4,28.0,0.0,,,16.2,,1020.3,
156,2015-06-06,23.1,18.8,28.0,0.0,,,11.0,,1021.1,
157,2015-06-07,24.2,19.1,29.7,0.0,,,10.2,,1021.1,
158,2015-06-08,24.9,21.2,29.9,0.0,,,13.0,,1017.6,
159,2015-06-09,23.8,21.7,27.7,0.0,,,9.7,,1015.4,
160,2015-06-10,23.7,20.9,26.7,0.0,,,15.7,,1015.2,
161,2015-06-11,23.7,19.9,28.7,3.7,,,24.0,,1012.8,
162,2015-06-12,22.2,18.5,26.4,0.0,,,17.7,,1009.8,
163,2015-06-13,21.9,20.1,24.8,0.0,,,16.9,,1011.4,
164,2015-06-14,22.4,19.2,26.6,0.0,,,15.2,,1010.7,
165,2015-06-15,21.9,19.0,25.0,7.0,,,12.6,,1015.3,
166,2015-06-16,20.4,16.6,25.8,,,,13.6,,1018.3,
167,2015-06-17,21.5,17.9,24.7,0.0,,,14.1,,1019.7,
168,2015-06-18,22.3,19.2,26.2,0.0,,,16.1,,1019.3,
169,2015-06-19,22.7,19.4,26.4,0.0,,,11.8,,1016.9,
170,2015-06-20,23.0,19.4,27.4,0.0,,,15.1,,1017.9,
171,2015-06-21,23.2,19.6,26.1,0.0,,,13.4,,1018.9,
172,2015-06-22,23.2,19.5,27.2,0.0,,,15.8,,1016.2,
173,2015-06-23,24.6,22.8,27.9,0.2,,,13.8,,1012.8,
174,2015-06-24,23.1,21.2,25.4,0.0,,,13.2,,1017.8,
175,2015-06-25,23.1,20.2,26.4,0.0,,,12.0,,1021.4,
176,2015-06-26,23.9,20.9,27.2,0.0,,,15.3,,1020.5,
177,2015-06-27,24.6,21.4,28.0,0.0,,,11.4,,1019.1,
178,2015-06-28,25.5,,,,,,9.3,,1018.7,
179,2015-06-29,26.6,22.4,32.4,0.0,,,12.0,,,
180,2015-06-30,26.4,22.9,31.0,0.0,,,13.2,,,
181,2015-07-01,25.9,22.3,28.9,0.0,,,15.4,,1017.6,
182,2015-07-02,26.7,23.9,30.0,0.0,,,21.2,,1020.2,
183,2015-07-03,26.8,23.4,30.2,0.0,,,14.2,,1022.7,
184,2015-07-04,27.2,24.0,32.7,0.0,,,13.6,,1021.6,
185,2015-07-05,28.0,23.3,33.0,0.0,,,16.1,,1018.5,
186,2015-07-06,27.8,23.5,32.6,0.0,,,16.9,,1018.6,
187,2015-07-07,27.7,24.3,31.0,0.0,,,18.8,,1015.3,
188,2015-07-08,26.0,24.1,29.2,0.0,,,12.7,,1015.0,
189,2015-07-09,25.9,23.6,29.5,0.0,,,17.1,,1016.6,
190,2015-07-10,25.7,22.2,29.7,0.0,,,16.8,,1016.7,
191,2015-07-11,25.7,23.5,28.3,0.0,,,13.4,,1019.2,
192,2015-07-12,26.4,23.8,29.3,0.0,,,13.2,,1018.7,
193,2015-07-13,26.7,24.2,29.7,0.0,,,12.6,,1018.4,
194,2015-07-14,26.8,24.1,29.7,0.0,,,11.9,,1018.1,
195,2015-07-15,27.1,24.1,31.0,0.0,,,12.5,,1017.0,
196,2015-07-16,27.1,23.5,30.3,0.0,,,12.8,,1015.9,
197,2015-07-17,26.8,24.2,30.4,0.0,,,11.3,,1017.6,
198,2015-07-18,27.3,25.0,30.4,0.0,,,12.8,,1016.9,
199,2015-07-19,26.9,24.4,30.3,0.0,,,13.1,,1015.1,
200,2015-07-20,27.4,25.0,31.0,0.0,,,10.6,,1015.3,
201,2015-07-21,28.1,25.7,31.1,0.0,,,12.4,,1014.8,
202,2015-07-22,28.1,24.1,32.7,0.0,,,16.4,,1014.7,
203,2015-07-23,27.9,24.6,31.4,0.0,,,16.8,,1014.4,
204,2015-07-24,28.2,25.9,31.3,,,,15.1,,1010.4,
205,2015-07-25,26.2,25.5,27.7,0.0,,,12.4,,1013.9,
206,2015-07-26,26.5,23.4,30.0,0.0,,,19.4,,1014.4,
207,2015-07-27,25.9,25.2,28.1,0.0,,,16.6,,1012.7,
208,2015-07-28,25.8,24.5,27.9,0.0,,,9.9,,,
209,2015-07-29,27.6,25.5,30.8,0.4,,,16.1,,1011.9,
210,2015-07-30,25.1,23.1,26.8,,,,16.2,,1012.9,
211,2015-07-31,24.4,21.2,26.9,13.4,,,12.0,,1012.1,
212,2015-08-01,22.9,18.9,26.6,0.0,,,15.1,,1014.3,
213,2015-08-02,24.7,20.2,28.3,0.0,,,18.2,,1017.0,
214,2015-08-03,26.4,23.0,29.6,1.9,,,16.0,,1016.5,
215,2015-08-04,26.6,23.9,30.9,0.0,,,13.6,,1015.7,
216,2015-08-05,26.4,22.6,30.2,0.0,,,11.4,,1015.0,
217,2015-08-06,26.4,22.9,29.5,0.0,,,11.5,,1015.1,
218,2015-08-07,27.1,24.2,30.4,0.0,,,12.1,,1014.5,
219,2015-08-08,26.1,21.8,30.5,6.3,,,11.9,,1017.9,
220,2015-08-09,24.1,21.4,28.0,0.0,,,12.7,,1018.7,
221,2015-08-10,24.9,22.3,28.4,0.0,,,13.1,,1015.8,
222,2015-08-11,25.4,21.3,29.7,0.0,,,12.8,,1014.8,
223,2015-08-12,26.9,24.8,30.3,0.0,,,12.4,,1016.6,
224,2015-08-13,27.3,25.0,30.6,0.0,,,13.8,,,
225,2015-08-14,24.9,22.2,28.1,7.2,,,18.5,,1013.4,
226,2015-08-15,22.3,18.0,27.3,1.6,,,14.1,,1013.7,
227,2015-08-16,22.2,17.3,27.7,0.5,,,16.2,,1013.5,
228,2015-08-17,23.7,21.1,26.5,18.6,,,16.6,,1013.0,
229,2015-08-18,21.2,17.5,24.3,5.9,,,12.8,,1014.7,
230,2015-08-19,23.0,18.8,26.9,0.0,,,15.0,,1018.1,
231,2015-08-20,24.3,20.6,28.6,0.0,,,15.3,,1021.0,
232,2015-08-21,25.6,22.5,29.1,,,,14.2,,1020.2,
233,2015-08-22,25.6,23.5,28.8,,,,9.4,,1015.7,
234,2015-08-23,25.7,22.8,29.3,0.0,,,16.3,,1008.1,
235,2015-08-24,26.6,23.1,32.8,0.0,,,17.2,,1009.2,
236,2015-08-25,23.8,19.7,27.2,0.0,,,12.8,,1019.1,
237,2015-08-26,24.6,20.5,28.7,0.0,,,17.2,,1017.4,
238,2015-08-27,25.7,22.7,29.2,0.0,,,15.2,,1016.0,
239,2015-08-28,25.8,22.3,29.3,0.0,,,10.1,,1017.9,
240,2015-08-29,25.6,22.7,29.4,0.0,,,12.6,,1019.9,
241,2015-08-30,25.3,21.1,29.4,0.0,,,14.3,,1018.8,
242,2015-08-31,25.8,22.6,30.2,0.1,,,12.3,,1015.4,
243,2015-09-01,25.5,23.3,29.0,0.4,,,12.0,,1015.5,
244,2015-09-02,23.6,20.4,25.9,5.9,,,10.0,,1015.9,
245,2015-09-03,22.6,20.7,24.9,0.2,,,22.5,,1014.0,
246,2015-09-04,20.6,18.0,23.6,2.9,,,13.9,,1015.3,
247,2015-09-05,20.9,16.5,25.2,2.9,,,13.7,,,
248,2015-09-06,21.3,17.8,24.7,0.5,,,13.8,,1021.2,
249,2015-09-07,21.2,17.1,24.9,0.0,,,16.0,,1020.7,
250,2015-09-08,21.2,18.4,24.8,0.0,,,11.7,,1018.2,
251,2015-09-09,21.2,16.7,25.3,0.0,,,13.1,,1016.1,
252,2015-09-10,19.7,17.4,22.3,15.2,,,13.0,,1015.7,
253,2015-09-11,21.3,18.6,25.1,0.0,,,12.2,,1016.3,
254,2015-09-12,23.6,21.1,27.8,0.5,,,10.5,,1015.1,
255,2015-09-13,22.9,18.9,27.3,0.0,,,15.8,,1009.5,
256,2015-09-14,23.0,19.4,28.0,0.0,,,15.9,,1010.7,
257,2015-09-15,21.8,17.4,25.8,0.0,,,12.8,,1010.3,
258,2015-09-16,24.2,20.5,28.1,0.0,,,17.3,,1004.0,
259,2015-09-17,24.1,19.7,29.2,0.0,,,19.0,,1008.1,
260,2015-09-18,20.4,17.0,24.1,0.0,,,13.9,,1019.2,
261,2015-09-19,20.5,16.4,24.5,0.0,,,14.9,,1022.8,
262,2015-09-20,21.6,18.4,24.0,0.0,,,14.0,,1020.9,
263,2015-09-21,20.9,18.0,24.7,0.0,,,11.8,,1016.7,
264,2015-09-22,20.7,17.2,25.3,0.0,,,15.6,,1012.8,
265,2015-09-23,20.3,18.4,22.2,1.0,,,15.6,,1013.5,
266,2015-09-24,19.5,16.4,23.2,0.0,,,16.3,,1017.7,
267,2015-09-25,19.4,15.0,23.1,0.0,,,13.1,,1017.8,
268,2015-09-26,20.7,17.6,24.1,0.0,,,10.6,,1017.8,
269,2015-09-27,19.7,17.7,23.0,,,,10.3,,1020.2,
270,2015-09-28,19.9,15.7,24.0,0.0,,,16.7,,1022.4,
271,2015-09-29,18.9,17.0,21.0,6.7,,,20.6,,1019.5,
272,2015-09-30,18.7,17.0,19.8,4.9,,,25.6,,1017.6,
273,2015-10-01,18.1,14.6,21.6,5.2,,,11.9,,1021.0,
274,2015-10-02,18.8,14.9,23.5,48.1,,,11.8,,1018.3,
275,2015-10-03,19.5,16.2,23.8,,,,13.9,,1015.7,
276,2015-10-04,19.0,15.9,22.5,0.0,,,12.0,,1018.6,
277,2015-10-05,21.7,18.9,26.3,,,,13.0,,1014.9,
278,2015-10-06,22.9,18.5,29.2,0.0,,,17.6,,1009.7,
279,2015-10-07,20.2,16.9,23.8,6.9,,,13.6,,1016.1,
280,2015-10-08,18.6,15.9,22.0,0.0,,,12.0,,1017.4,
281,2015-10-09,17.8,14.8,21.6,0.0,,,9.2,,1014.8,
282,2015-10-10,18.1,13.6,22.6,0.0,,,18.2,,1011.0,
283,2015-10-11,18.9,14.1,23.4,0.0,,,12.5,,1007.6,
284,2015-10-12,19.9,19.1,22.7,0.0,,,14.2,,1009.6,
285,2015-10-13,18.5,17.2,21.8,3.8,,,10.3,,1012.9,
286,2015-10-14,16.9,12.9,20.1,0.1,,,13.7,,1012.0,
287,2015-10-15,13.9,9.8,18.6,0.0,,,15.4,,1014.9,
288,2015-10-16,14.4,10.6,19.2,0.0,,,16.5,,1017.1,
289,2015-10-17,15.5,11.2,19.3,0.0,,,12.1,,1016.6,
290,2015-10-18,18.2,16.1,22.7,0.0,,,9.0,,1014.1,
291,2015-10-19,17.8,15.9,21.2,0.2,,,16.2,,1012.5,
292,2015-10-20,17.2,15.3,19.1,0.9,,,9.8,,1014.9,
293,2015-10-21,16.1,12.4,19.4,0.0,,,11.9,,1016.6,
294,2015-10-22,15.2,10.3,20.3,0.0,,,13.0,,1018.4,
295,2015-10-23,16.4,13.2,20.5,0.0,,,14.1,,1020.3,
296,2015-10-24,16.1,12.9,21.0,0.0,,,9.6,,1020.4,
297,2015-10-25,16.9,14.5,20.3,2.5,,,13.1,,1021.6,
298,2015-10-26,17.3,15.3,20.2,5.3,,,13.5,,1016.4,
299,2015-10-27,18.3,16.5,21.4,1.8,,,9.5,,1013.5,
300,2015-10-28,18.1,12.6,22.5,0.0,,,15.3,,1013.5,
301,2015-10-29,15.4,10.9,21.3,0.0,,,13.6,,1018.4,
302,2015-10-30,16.5,12.3,22.2,0.0,,,12.6,,1021.2,
303,2015-10-31,16.6,13.2,20.4,0.0,,,15.3,,1022.6,
304,2015-11-01,17.6,14.1,20.2,1.8,,,28.3,,1025.7,
305,2015-11-02,18.2,16.4,20.2,15.9,,,33.0,,1020.7,
306,2015-11-03,17.7,14.2,20.8,0.0,,,10.0,,1019.7,
307,2015-11-04,16.8,13.4,20.6,0.2,,,14.0,,1020.9,
308,2015-11-05,16.8,14.3,20.0,0.0,,,8.1,,1021.8,
309,2015-11-06,16.4,13.6,20.6,0.0,,,11.5,,1025.6,
310,2015-11-07,16.1,14.1,19.4,0.0,,,8.1,,1027.8,
311,2015-11-08,16.6,14.0,20.1,0.0,,,10.6,,1030.4,
312,2015-11-09,16.6,13.2,21.4,0.0,,,11.4,,1031.3,
313,2015-11-10,16.3,13.2,22.6,0.0,,,15.5,,1028.0,
314,2015-11-11,15.5,12.2,20.3,0.0,,,12.9,,1025.6,
315,2015-11-12,15.1,12.6,18.9,0.0,,,10.2,,1026.2,
316,2015-11-13,15.3,12.8,18.3,0.0,,,10.6,,1029.7,
317,2015-11-14,14.3,11.4,19.7,0.0,,,17.6,,1031.0,
318,2015-11-15,14.1,9.4,20.2,0.0,,,16.6,,1024.8,
319,2015-11-16,14.4,10.1,22.2,0.0,,,17.9,,1021.3,
320,2015-11-17,13.5,9.4,21.4,0.0,,,19.9,,1023.6,
321,2015-11-18,13.2,8.7,19.4,0.0,,,17.2,,1026.1,
322,2015-11-19,13.9,9.6,20.3,0.0,,,14.6,,1027.4,
323,2015-11-20,15.2,11.2,21.0,0.0,,,14.2,,1023.5,
324,2015-11-21,16.2,9.2,19.9,0.0,,,25.3,,1006.3,
325,2015-11-22,9.8,6.7,14.1,0.0,,,18.9,,1010.4,
326,2015-11-23,8.2,3.6,14.2,0.0,,,16.7,,1018.5,
327,2015-11-24,7.2,2.0,15.6,0.0,,,17.2,,1024.0,
328,2015-11-25,10.2,5.8,16.7,0.0,,,12.0,,1015.9,
329,2015-11-26,11.2,7.1,16.4,0.0,,,11.7,,1011.6,
330,2015-11-27,10.4,6.4,16.0,0.0,,,14.7,,1014.7,
331,2015-11-28,10.1,5.8,17.2,0.0,,,14.5,,1019.9,
332,2015-11-29,9.8,6.4,15.2,0.0,,,17.4,,1031.7,
333,2015-11-30,9.7,4.7,16.6,0.0,,,18.8,,1034.1,
334,2015-12-01,10.1,5.3,17.4,0.0,,,17.1,,1031.9,
335,2015-12-02,9.7,5.8,16.3,0.0,,,13.9,,1029.4,
336,2015-12-03,10.3,6.7,16.2,0.0,,,14.5,,1030.7,
337,2015-12-04,10.5,7.1,17.0,,,,14.4,,1033.9,
338,2015-12-05,11.8,9.1,15.5,0.1,,,11.8,,1033.0,
339,2015-12-06,12.6,9.7,16.2,0.3,,,11.5,,1031.6,
340,2015-12-07,13.2,11.6,16.3,0.0,,,10.0,,1031.5,
341,2015-12-08,14.1,11.6,18.2,0.0,,,8.1,,1032.0,
342,2015-12-09,13.6,10.6,18.5,0.0,,,16.0,,1035.8,
343,2015-12-10,11.1,7.0,16.7,0.0,,,13.2,,1034.7,
344,2015-12-11,11.1,8.0,17.0,0.0,,,16.1,,1033.5,
345,2015-12-12,10.2,6.6,15.3,0.0,,,15.5,,1028.0,
346,2015-12-13,9.7,6.6,16.1,0.0,,,14.6,,1022.4,
347,2015-12-14,8.8,4.7,14.1,0.0,,,14.3,,1022.3,
348,2015-12-15,11.3,6.4,18.3,0.0,,,14.6,,1026.0,
349,2015-12-16,12.6,9.4,18.9,0.0,,,12.6,,1030.2,
350,2015-12-17,12.8,10.2,17.9,0.0,,,11.7,,1028.6,
351,2015-12-18,11.3,8.2,17.4,0.0,,,11.1,,1027.9,
352,2015-12-19,11.3,8.3,16.2,0.0,,,9.9,,1025.9,
353,2015-12-20,12.8,12.1,14.4,0.0,,,11.0,,1025.9,
354,2015-12-21,13.4,9.7,18.0,0.0,,,13.2,,1031.5,
355,2015-12-22,11.8,7.2,15.8,0.0,,,18.1,,1033.7,
356,2015-12-23,12.8,9.7,17.3,0.0,,,13.4,,1031.5,
357,2015-12-24,13.2,9.9,18.0,0.0,,,11.2,,1029.8,
358,2015-12-25,10.6,6.9,16.8,0.0,,,12.9,,1032.7,
359,2015-12-26,10.6,6.2,15.7,0.0,,,18.2,,1033.3,
360,2015-12-27,10.6,6.5,16.2,0.0,,,13.9,,1032.5,
361,2015-12-28,11.9,8.9,17.5,0.0,,,11.9,,1030.5,
362,2015-12-29,13.6,10.8,17.2,0.0,,,10.2,,1028.7,
363,2015-12-30,11.9,8.1,17.4,0.0,,,14.5,,1026.0,
364,2015-12-31,11.3,7.1,16.9,0.0,,,16.5,,1024.4,
365,2016-01-01,11.5,8.3,16.4,0.0,,,11.9,,1022.9,
366,2016-01-02,13.8,8.6,17.7,0.0,,,12.5,,1017.0,
367,2016-01-03,11.2,5.7,15.8,,,,20.3,,1013.2,
368,2016-01-04,12.9,11.1,16.3,1.2,,,8.9,,1002.8,
369,2016-01-05,11.1,7.4,16.2,0.0,,,9.7,,1003.1,
