date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-24 00:00:00,25.5,23.3,28,14.2,,,22.3,,1014,
2024-01-25 00:00:00,26,23.4,29.1,4.3,,,23.2,,1015.4,
2024-01-26 00:00:00,24.6,23.1,26.6,13.6,,,30.1,,1015.9,
2024-01-27 00:00:00,24.7,22.6,27.4,3.4,,,32.3,,1015.3,
2024-01-28 00:00:00,24.5,23.3,25.8,4.8,,,27.2,,1014.8,
2024-01-29 00:00:00,24.4,23.8,25.1,47.3,,,29.5,,1014.5,
2024-01-30 00:00:00,24.7,24.3,25.2,67,,,24.9,,1013.9,
2024-01-31 00:00:00,24.7,23.9,26.1,36.8,,,23.2,,1014.1,
2024-02-01 00:00:00,24.7,23.7,26.5,26.4,,,18.6,,1013.8,
2024-02-02 00:00:00,25.8,23.6,28.3,4.1,,,18.6,,1013.8,
2024-02-03 00:00:00,25.2,23.4,27.7,14.8,,,18.2,,1014,
2024-02-04 00:00:00,25.7,24.3,27.9,9.2,,,22.4,,1014,
2024-02-05 00:00:00,26.1,22.3,29,1.5,,,16.4,,1014.3,
2024-02-06 00:00:00,25.4,23.3,28,5.4,,,14.4,,1013.8,
2024-02-07 00:00:00,25.4,24,28.4,17.6,,,15.5,,1012.9,
2024-02-08 00:00:00,25.1,23.6,27.1,35.5,,,8.8,,1012.5,
2024-02-09 00:00:00,26.1,23.6,28.5,1.5,,,15.9,,1013.9,
2024-02-10 00:00:00,25.4,23,27.9,5.2,,,23.1,,1014.9,
2024-02-11 00:00:00,25.4,23.3,28.4,33.7,,,30.9,,1015.3,
2024-02-12 00:00:00,25.9,23,28.5,6.9,,,27.1,,1015.4,
2024-02-13 00:00:00,26.5,23.9,28.7,3.7,,,25.6,,1015.2,
2024-02-14 00:00:00,26.1,23.4,29.1,4.6,,,21.2,,1014.9,
2024-02-15 00:00:00,25.7,23,28.5,2.7,,,14.2,,1013.6,
2024-02-16 00:00:00,25.2,24.1,27.3,11.4,,,16.2,,1013.5,
2024-02-17 00:00:00,25.8,23.4,28.7,2.8,,,22.3,,1012.9,
2024-02-18 00:00:00,26,23.4,28.9,7.6,,,20,,1013.6,
2024-02-19 00:00:00,25.5,23.3,28.6,4.4,,,20.3,,1014.2,
2024-02-20 00:00:00,26,23.3,29.2,5.1,,,15.1,,1013.6,
2024-02-21 00:00:00,25.2,24.4,27.1,13.7,,,19.2,,1013,
2024-02-22 00:00:00,25.1,23.7,26.1,19.8,,,19.8,,1013.2,
2024-02-23 00:00:00,25.1,23.5,27.9,17.6,,,15.7,,1013.6,
2024-02-24 00:00:00,25.9,23.7,28.9,1.7,,,18.1,,1013.1,
2024-02-25 00:00:00,25.4,23.3,28,3.4,,,19.8,,1012.3,
2024-02-26 00:00:00,25.3,22.3,28.7,3.2,,,24.8,,1012.5,
2024-02-27 00:00:00,26.5,24.5,28.9,3.9,,,33.8,,1012.3,
2024-02-28 00:00:00,25.4,24.3,26.3,10.6,,,33,,1012.6,
2024-02-29 00:00:00,26,24.5,27.9,15.3,,,29.8,,1012.2,
2024-03-01 00:00:00,26.3,24.2,29,7.8,,,22.4,,1011.9,
2024-03-02 00:00:00,26.1,24.3,28.5,2.4,,,19.4,,1012.2,
2024-03-03 00:00:00,26,23.9,28.6,0.8,,,16.9,,1012.8,
2024-03-04 00:00:00,26.4,23.3,29.5,0.8,,,18.7,,1012.5,
2024-03-05 00:00:00,26.3,24.1,28.6,3.7,,,17.5,,1011.3,
2024-03-06 00:00:00,26.4,24.3,29.1,3.5,,,15.4,,1010.4,
2024-03-07 00:00:00,26.7,25.1,29.3,0.3,,,18.2,,1010.6,
2024-03-08 00:00:00,25.9,23.7,28.8,0.8,,,19,,1010.8,
2024-03-09 00:00:00,26.1,23.8,29.3,2.7,,,20.2,,1011.3,
2024-03-10 00:00:00,26.5,24.3,29.1,3.3,,,22.5,,1013.3,
2024-03-11 00:00:00,26,22,29.4,0.7,,,17.8,,1013.5,
2024-03-12 00:00:00,25.5,23.4,28.4,17.4,,,18.5,,1012.4,
2024-03-13 00:00:00,25.6,23.5,28.4,5.4,,,21.1,,1013.1,
2024-03-14 00:00:00,25.7,23.4,28.8,7.5,,,20.7,,1013,
2024-03-15 00:00:00,26.1,23.5,29.2,3,,,16.7,,1013.3,
2024-03-16 00:00:00,25.6,23.2,29.4,2.5,,,20.1,,1013.6,
2024-03-17 00:00:00,26.1,23.7,29.1,5.4,,,21.4,,1012.6,
2024-03-18 00:00:00,26.2,23.4,29.3,0,,,19.3,,1011.5,
2024-03-19 00:00:00,26.4,23.7,29.6,0.8,,,16,,1012,
2024-03-20 00:00:00,26.5,24.5,28.8,1.4,,,19.1,,1012.7,
2024-03-21 00:00:00,25.4,23.9,27.6,14.2,,,22.7,,1011.8,
2024-03-22 00:00:00,27,23.9,29.4,0,,,19.3,,1011.9,
2024-03-23 00:00:00,27.1,24.9,29.4,1.6,,,19.4,,1012.9,
2024-03-24 00:00:00,26,24.3,28.5,8.2,,,18.2,,1013.4,
2024-03-25 00:00:00,25.8,23.9,29.1,4.7,,,14.5,,1012.6,
2024-03-26 00:00:00,26.7,23.3,30,0.3,,,10.1,,1013.1,
2024-03-27 00:00:00,27.4,25.5,30.1,2.4,,,14.4,,1013.5,
2024-03-28 00:00:00,26,24.1,27.6,7.1,,,13.7,,1012.6,
2024-03-29 00:00:00,26.1,24.3,28,2.4,,,14.1,,1013.7,
2024-03-30 00:00:00,26.5,23.8,29.3,2,,,15.8,,1014,
2024-03-31 00:00:00,26.2,24,29.2,3.4,,,12.9,,1013.3,
2024-04-01 00:00:00,26.4,23.5,29.6,3.1,,,15,,1012.5,
2024-04-02 00:00:00,26,23.9,28.7,1.9,,,13.8,,1011.7,
2024-04-03 00:00:00,26.8,23.2,29.6,1.5,,,15.6,,1011.6,
2024-04-04 00:00:00,26.6,23.9,30.3,5.8,,,16.1,,1011,
2024-04-05 00:00:00,26.8,24.3,29.9,3,,,17.1,,1010.6,
2024-04-06 00:00:00,26.5,24.8,29.8,7.5,,,18.5,,1010.9,
2024-04-07 00:00:00,26.6,24.1,29.7,2.4,,,16.9,,1010.3,
2024-04-08 00:00:00,25.4,23.6,28,29.6,,,11.3,,1011,
2024-04-09 00:00:00,26.4,23.3,29.8,6.8,,,13.9,,1011,
2024-04-10 00:00:00,26,23.5,29.1,7.3,,,13.7,,1011.5,
2024-04-11 00:00:00,26.5,23.7,29.6,1.7,,,13.2,,1011.3,
2024-04-12 00:00:00,26.8,23.7,29.7,0.9,,,12.4,,1010.8,
2024-04-13 00:00:00,26.5,23.6,29.1,3.4,,,13.2,,1011,
2024-04-14 00:00:00,26.7,23.7,29.4,0.9,,,10.6,,1011.9,
2024-04-15 00:00:00,27,24.7,29.4,1,,,15.2,,1012.2,
2024-04-16 00:00:00,26.9,24.8,29.7,1.2,,,15.8,,1011.2,
2024-04-17 00:00:00,27,24.5,30.2,1.6,,,15.5,,1010,
2024-04-18 00:00:00,27.3,24.2,30.1,0.7,,,15.2,,1009.5,
2024-04-19 00:00:00,27,24.9,29.6,2.7,,,16.4,,1009.6,
2024-04-20 00:00:00,27.3,25,30,4.6,,,17.4,,1009.9,
2024-04-21 00:00:00,26.4,25.4,27.7,18.3,,,16.9,,1010.1,
2024-04-22 00:00:00,27.1,25.2,29.7,5.1,,,12.4,,1009.8,
2024-04-23 00:00:00,26.7,24.1,29.2,6.8,,,14.2,,1010.1,
2024-04-24 00:00:00,27.2,23.6,30.1,11.2,,,16.2,,1010,
2024-04-25 00:00:00,27.6,24.6,30.8,0.9,,,11.6,,1009.4,
2024-04-26 00:00:00,27.2,24.8,29.4,5.8,,,12.8,,1009.6,
2024-04-27 00:00:00,26.8,25.3,29.2,4.6,,,10.4,,1010.3,
2024-04-28 00:00:00,27.5,25.1,30.4,2.7,,,17.1,,1010.6,
2024-04-29 00:00:00,26,23.6,27.8,30.8,,,17.3,,1010,
2024-04-30 00:00:00,26,24.4,28.2,8.4,,,10.9,,1009.4,
2024-05-01 00:00:00,26.9,23.8,29.5,1.6,,,12.9,,1009,
2024-05-02 00:00:00,27.3,24.2,30.1,1.8,,,15.1,,1009.5,
2024-05-03 00:00:00,27.1,24.3,30,3,,,17,,1009.4,
2024-05-04 00:00:00,27.5,25.2,30.4,1,,,11.5,,1008.7,
2024-05-05 00:00:00,27.2,24.3,30.4,3.7,,,12.8,,1009.1,
2024-05-06 00:00:00,26.8,24.4,29.9,2.6,,,11.3,,1010.2,
2024-05-07 00:00:00,27.1,24.1,29.9,0.8,,,11,,1010.4,
2024-05-08 00:00:00,27.3,24.6,30.2,0.9,,,11.1,,1009.8,
2024-05-09 00:00:00,27,24.9,29.6,2.4,,,10.1,,1010.2,
2024-05-10 00:00:00,26.6,23.6,30,1.4,,,10.1,,1011.6,
2024-05-11 00:00:00,26.8,24.1,30.2,6.3,,,9.5,,1011.2,
2024-05-12 00:00:00,26.7,24.9,28.4,10.7,,,10.5,,1010.9,
2024-05-13 00:00:00,27.1,24.8,29.3,4.1,,,11.9,,1009.8,
2024-05-14 00:00:00,27.5,24.5,30.1,1.7,,,10,,1010,
2024-05-15 00:00:00,27.7,24.7,30.1,0.2,,,11.9,,1010.5,
2024-05-16 00:00:00,27.9,24.8,30.2,0.4,,,10.7,,1010.6,
2024-05-17 00:00:00,28,24.9,30.6,0,,,9.9,,1009.5,
2024-05-18 00:00:00,27.9,25.2,31.2,0,,,9.9,,1008.4,
2024-05-19 00:00:00,27.9,24.2,31.3,0,,,10.8,,1007.8,
2024-05-20 00:00:00,27.5,25.2,29.6,1.5,,,11.2,,1008.6,
2024-05-21 00:00:00,27.5,24.9,30,2.2,,,9.4,,1009.3,
2024-05-22 00:00:00,28,24.7,30.8,0.1,,,11.5,,1009,
2024-05-23 00:00:00,27.7,24.4,31.4,5.8,,,12.4,,1008.1,
2024-05-24 00:00:00,26.3,24.9,28.3,38.6,,,13,,1007.7,
2024-05-25 00:00:00,27.8,24,31.3,1.9,,,14.6,,1008.2,
2024-05-26 00:00:00,27.4,25,30.9,8.2,,,14,,1009.8,
2024-05-27 00:00:00,27.2,24.2,30.6,4.1,,,11.4,,1009.3,
2024-05-28 00:00:00,27.8,24.7,30.6,0.3,,,13.3,,1009.5,
2024-05-29 00:00:00,27.9,24.6,30.4,0,,,11.8,,1009.8,
2024-05-30 00:00:00,28,25.3,30.5,0.7,,,12.5,,1010.8,
2024-05-31 00:00:00,27,25,29.6,20.9,,,12.9,,1011.6,
2024-06-01 00:00:00,27.4,25.6,29.8,2.4,,,12.3,,1011.2,
2024-06-02 00:00:00,27.2,24.7,29.7,3.6,,,9.5,,1010.2,
2024-06-03 00:00:00,27.1,24.1,31.1,2.5,,,10.5,,1009.2,
2024-06-04 00:00:00,26.9,24.1,31,12.2,,,11.4,,1010.5,
2024-06-05 00:00:00,27.2,24.2,31.5,9.2,,,8.9,,1010.9,
2024-06-06 00:00:00,26.2,23.9,29.6,20,,,9.7,,1011.2,
2024-06-07 00:00:00,26.8,24,30.4,3.6,,,10.2,,1010.2,
2024-06-08 00:00:00,27,23.6,30.3,0.9,,,11.6,,1010,
2024-06-09 00:00:00,27.1,24.3,30.2,5.1,,,10.2,,1010.9,
2024-06-10 00:00:00,26.2,24.4,29.4,5.3,,,8.2,,1011.7,
2024-06-11 00:00:00,26.9,23.9,30.9,9.3,,,9.1,,1011.6,
2024-06-12 00:00:00,26.8,24,29.5,3.4,,,11.6,,1011.3,
2024-06-13 00:00:00,26.6,24.6,29.8,11,,,9.4,,1010.5,
2024-06-14 00:00:00,26.3,23.7,30.2,19.5,,,10.5,,1009.4,
2024-06-15 00:00:00,26.4,23.2,31.2,13.3,,,10.7,,1009.8,
2024-06-16 00:00:00,25.7,23.6,30.4,13.2,,,8.9,,1010.2,
2024-06-17 00:00:00,26.4,23.5,30.1,8.1,,,7.1,,1010.1,
2024-06-18 00:00:00,26.5,23.4,30.2,2.6,,,9,,1009.2,
2024-06-19 00:00:00,25.9,24,29.7,26.3,,,9.6,,1008.2,
2024-06-20 00:00:00,25.9,24.1,28.3,6.1,,,10.5,,1007.9,
2024-06-21 00:00:00,26.3,23.4,30.7,9.6,,,9,,1008.8,
2024-06-22 00:00:00,25.9,23.7,28.3,13.8,,,8.4,,1010,
2024-06-23 00:00:00,26.4,23.5,29.9,5.5,,,7.9,,1010,
2024-06-24 00:00:00,26.1,23.9,29.7,14.1,,,9,,1009.6,
2024-06-25 00:00:00,26.7,24,29.8,3.5,,,9,,1008.9,
2024-06-26 00:00:00,25,23.9,26.7,29.7,,,11.1,,1009.3,
2024-06-27 00:00:00,26.3,22.8,29.5,6.6,,,11.6,,1011.3,
2024-06-28 00:00:00,26.5,24.1,30,20.8,,,12.9,,1011.6,
2024-06-29 00:00:00,27.1,24.9,30,2.5,,,11.1,,1010.3,
2024-06-30 00:00:00,26,24.1,28.8,16.9,,,8.8,,1009.7,
2024-07-01 00:00:00,25.6,24.1,29.9,18.3,,,9.8,,1009.2,
2024-07-02 00:00:00,26.7,23.5,29.8,1.5,,,10.5,,1009.9,
2024-07-03 00:00:00,26.9,23.8,30.5,3.4,,,10.5,,1011.2,
2024-07-04 00:00:00,25.7,23.5,29.8,19.7,,,8.2,,1010.6,
2024-07-05 00:00:00,26.3,23.6,29.4,2.9,,,9.5,,1008.7,
2024-07-06 00:00:00,26.2,23.6,29.3,9.6,,,9.8,,1008.9,
2024-07-07 00:00:00,27,23.5,30.5,3.7,,,8.6,,1009,
2024-07-08 00:00:00,26,24.2,28.4,30.6,,,8.1,,1008.9,
2024-07-09 00:00:00,26.4,24.4,29.9,12.7,,,10.2,,1009.6,
2024-07-10 00:00:00,26.6,23.5,30.5,5.1,,,8.9,,1010.2,
2024-07-11 00:00:00,26.3,23.8,31,20.9,,,8.5,,1009.1,
2024-07-12 00:00:00,25.7,23.5,28.9,31,,,11.6,,1007.1,
2024-07-13 00:00:00,25.9,23.2,30.5,30.6,,,11.1,,1007,
2024-07-14 00:00:00,25.6,23.2,29,3.7,,,8.9,,1008.2,
2024-07-15 00:00:00,26,24,30,17.1,,,9,,1008.4,
2024-07-16 00:00:00,25.2,24.1,27.1,35.4,,,10.7,,1008.6,
2024-07-17 00:00:00,26.2,23.3,30.8,19.6,,,12.7,,1008.3,
2024-07-18 00:00:00,26.5,24.6,29.7,21,,,9.6,,1008.9,
2024-07-19 00:00:00,26.6,24,30.2,11.1,,,11.3,,1009,
2024-07-20 00:00:00,26.9,24.6,31.5,16.3,,,12.5,,1009.4,
2024-07-21 00:00:00,27,24.5,31.3,19.4,,,13.5,,1009.3,
2024-07-22 00:00:00,27.4,24.2,30.7,0.3,,,13.6,,1009.3,
2024-07-23 00:00:00,28.4,25.8,32.1,1.1,,,11.9,,1008.7,
2024-07-24 00:00:00,27.8,25.4,32.2,0.8,,,11.5,,1008.1,
2024-07-25 00:00:00,27.9,24.6,31.5,0.1,,,12.5,,1007.3,
2024-07-26 00:00:00,27.7,25.2,30.9,1.4,,,10.1,,1009.2,
2024-07-27 00:00:00,25.8,24.2,27.8,4.3,,,7.9,,1010.8,
2024-07-28 00:00:00,26.1,22.7,30.6,6,,,11.4,,1010.1,
2024-07-29 00:00:00,26,23.1,30.9,12.3,,,8.5,,1010.3,
2024-07-30 00:00:00,26.3,23.2,30.4,2.8,,,9.4,,1010.6,
2024-07-31 00:00:00,26.3,23.3,30.5,5.2,,,11.3,,1011.7,
2024-08-01 00:00:00,28.1,24.2,34.5,5.5,,,11.5,,1011,
2024-08-02 00:00:00,27.9,23.8,34.4,17.9,,,11.8,,1009.9,
2024-08-03 00:00:00,28.6,23.4,36.2,13.8,,,11.4,,1009.9,
2024-08-04 00:00:00,27.7,24,33.8,9.8,,,12.5,,1009.5,
2024-08-05 00:00:00,27.9,24.4,32.2,2.3,,,11.6,,1009.1,
2024-08-06 00:00:00,28.1,24.2,33.7,6,,,13.8,,1009.8,
2024-08-07 00:00:00,28.8,23.3,34,0,,,14,,1010.3,
2024-08-08 00:00:00,29.1,25.1,34.5,0.2,,,12.1,,1011.1,
2024-08-09 00:00:00,28.7,23.8,34.2,11.5,,,12.1,,1010.7,
2024-08-10 00:00:00,28.8,24,34.2,9.5,,,10.8,,1008.9,
2024-08-11 00:00:00,29.1,24,33.5,4.8,,,11.4,,1007.9,
2024-08-12 00:00:00,26.9,24.4,31.2,13.3,,,12.2,,1008.4,
2024-08-13 00:00:00,28.6,24,34.8,0,,,9.9,,1009.6,
2024-08-14 00:00:00,29,24,34.5,0,,,12.8,,1009.7,
2024-08-15 00:00:00,29.4,24.5,34.5,0.2,,,14.1,,1008.9,
2024-08-16 00:00:00,29.5,25,34,4.1,,,9.8,,1009.5,
2024-08-17 00:00:00,27.9,24.5,33.1,1,,,9.2,,1010.3,
2024-08-18 00:00:00,29.1,24.6,34.3,0,,,8.5,,1010,
2024-08-19 00:00:00,29.4,25,34.7,0.3,,,12.8,,1009.7,
2024-08-20 00:00:00,28.9,24,34.8,6.3,,,12.1,,1011.1,
2024-08-21 00:00:00,28.6,25.1,33.5,3.2,,,9,,1011.3,
2024-08-22 00:00:00,28.2,24.9,32.5,3.1,,,7.8,,1010.2,
2024-08-23 00:00:00,29.2,24.4,35.4,0,,,12.4,,1009.6,
2024-08-24 00:00:00,27.1,23.4,32.4,42.2,,,11.9,,1009.7,
2024-08-25 00:00:00,27.7,23.5,32.7,0,,,11.8,,1008.7,
2024-08-26 00:00:00,28.7,24,34.8,6.6,,,9.7,,1008.6,
2024-08-27 00:00:00,27.3,23.8,33.9,0,,,10.6,,1008.8,
2024-08-28 00:00:00,29.1,23.2,36.4,,,,,,,
2024-08-29 00:00:00,27.4,24.6,31.1,2.5,,,,,,
2024-08-30 00:00:00,29,24.9,34.2,1,,,,,,
2024-08-31 00:00:00,26.6,,29.9,5.1,,,,,,
2024-09-01 00:00:00,27.7,25,32.7,4.8,,,,,,
2024-09-02 00:00:00,28.1,24.5,33.6,2.3,,,,,,
2024-09-03 00:00:00,28.2,24.5,34,7.9,,,,,,
2024-09-04 00:00:00,27.8,,35,0,,,,,,
2024-09-05 00:00:00,27.7,22.5,34,3.3,,,11.9,,1007.7,
2024-09-06 00:00:00,28.7,24.1,33.5,8.1,,,11.5,,1009.8,
2024-09-07 00:00:00,29,25,35,0,,,11.7,,1011.7,
2024-09-08 00:00:00,29,25,34.6,0.6,,,9.4,,1010.4,
2024-09-09 00:00:00,27.8,24,35.4,11.8,,,12.2,,1008.2,
2024-09-10 00:00:00,27.1,23.5,31.5,0,,,11.8,,1008,
2024-09-11 00:00:00,27.7,23.9,31.6,0.5,,,15.2,,1007.4,
2024-09-12 00:00:00,27.3,24.9,31.2,0.5,,,17.5,,1006,
2024-09-13 00:00:00,28.1,24.8,32.1,0,,,24.4,,1004.2,
2024-09-14 00:00:00,28.8,25.8,34.5,0,,,22.4,,1003.9,
2024-09-15 00:00:00,29.1,26.6,35,0,,,19.5,,1004.6,
2024-09-16 00:00:00,28.2,25.4,35.3,0.7,,,18,,1004.1,
2024-09-17 00:00:00,28.7,25.3,33.5,0.2,,,17,,1004.1,
2024-09-18 00:00:00,28.5,25.8,32.3,1,,,12.9,,1005.9,
2024-09-19 00:00:00,27.1,25.3,31.2,6.9,,,14.6,,1008.5,
2024-09-20 00:00:00,28.1,24.8,33.6,0,,,11,,1009.5,
2024-09-21 00:00:00,28.5,23.5,33.9,2.3,,,9.4,,1010.4,
2024-09-22 00:00:00,28.3,24.9,33.5,7.1,,,8.2,,1011.1,
2024-09-23 00:00:00,27,24.3,31.5,0,,,10.9,,1011.3,
2024-09-24 00:00:00,26.2,24,31,2.8,,,11.2,,1010.3,
2024-09-25 00:00:00,27.7,23.5,33.4,0.3,,,9.1,,1010.1,
2024-09-26 00:00:00,27.1,22.1,34,0,,,10.2,,1010.6,
2024-09-27 00:00:00,27.3,22.7,33.9,6.1,,,10.5,,1010.4,
2024-09-28 00:00:00,28.4,23,33.5,47.2,,,11.4,,1009.2,
2024-09-29 00:00:00,28.8,24.4,34,0,,,13.8,,1008.7,
2024-09-30 00:00:00,28.1,24.5,33.5,13.8,,,11.5,,1009.8,
2024-10-01 00:00:00,28.1,24.3,33.7,11.5,,,9.9,,1010.4,
2024-10-02 00:00:00,28.2,24.1,33,3.5,,,10.5,,1009.8,
2024-10-03 00:00:00,26.1,23.4,30.4,21.1,,,7.9,,1010.1,
2024-10-04 00:00:00,27.4,23.4,33,7.1,,,11,,1009.2,
2024-10-05 00:00:00,27.2,24,33.9,5.9,,,9.1,,1008.4,
2024-10-06 00:00:00,27.3,23.7,33.5,6.6,,,10,,1009.2,
2024-10-07 00:00:00,27.9,23.5,33.5,6.8,,,9.3,,1010.4,
2024-10-08 00:00:00,28.3,23.4,34,13.7,,,10.4,,1010.4,
2024-10-09 00:00:00,27.6,23.6,33.7,3.8,,,9.6,,1009.8,
2024-10-10 00:00:00,28.6,23.4,34.5,5.8,,,9.4,,1009.3,
2024-10-11 00:00:00,29.1,24.7,34.4,3.5,,,9.4,,1009,
2024-10-12 00:00:00,27.4,23.4,33.2,14.3,,,7.7,,1010,
2024-10-13 00:00:00,28.6,24,33.2,0.3,,,8.5,,1009.1,
2024-10-14 00:00:00,28.8,24.4,33.5,2.5,,,8.3,,1009,
2024-10-15 00:00:00,28.3,23.7,33.6,5.9,,,9,,1009.6,
2024-10-16 00:00:00,28.1,24.5,33,1.2,,,9.7,,1010.4,
2024-10-17 00:00:00,26.6,22.9,30.4,0.8,,,7.7,,1010,
2024-10-18 00:00:00,29.1,24.8,33.8,1,,,8.4,,1009.1,
2024-10-19 00:00:00,28.2,24.5,34.5,2.3,,,11.5,,1008.9,
2024-10-20 00:00:00,28.1,23.8,34,0.8,,,16.5,,1008.1,
2024-10-21 00:00:00,27.2,24.9,30.8,2.2,,,19.7,,1005.7,
2024-10-22 00:00:00,27.8,25.1,31,0.9,,,30.6,,1003.4,
2024-10-23 00:00:00,29.5,27,33.1,0.3,,,27.4,,1004.8,
2024-10-24 00:00:00,29.6,26.6,33.7,0,,,19.1,,1005.8,
2024-10-25 00:00:00,28.6,25.7,33.2,2,,,11.6,,1006.7,
2024-10-26 00:00:00,26.7,23.5,30.5,1.6,,,11.6,,1007.6,
2024-10-27 00:00:00,27.9,24.5,33.2,0,,,16.7,,1006.7,
2024-10-28 00:00:00,28,24.1,32.7,0.2,,,14.8,,1006,
2024-10-29 00:00:00,27.8,24.8,34.7,0.5,,,14.7,,1007.1,
2024-10-30 00:00:00,28.8,24.2,35.1,0.8,,,12.8,,1009.2,
2024-10-31 00:00:00,27.7,23.4,33.5,2.2,,,10.2,,1010,
2024-11-01 00:00:00,28.3,22.4,33.2,3.5,,,9.5,,1010.5,
2024-11-02 00:00:00,26.7,23.4,32.5,1.5,,,13.3,,1011.2,
2024-11-03 00:00:00,26.2,23.6,30.1,14.6,,,13.2,,1009.6,
2024-11-04 00:00:00,26.8,23.3,32.8,1.8,,,9.8,,1008.9,
2024-11-05 00:00:00,27.2,23.1,31.7,3.8,,,11.8,,1008.8,
2024-11-06 00:00:00,27.9,24.1,33.1,0,,,12.1,,1010,
2024-11-07 00:00:00,26.8,24.3,31.5,18.8,,,7.7,,1010.5,
2024-11-08 00:00:00,27.8,24,32.6,0.3,,,9.4,,1010.5,
2024-11-09 00:00:00,28.1,24,32.4,0,,,12.8,,1009.9,
2024-11-10 00:00:00,28.3,23.8,32.5,2.2,,,10.6,,1009.5,
2024-11-11 00:00:00,28.2,24,33,0.4,,,11.3,,1009.2,
2024-11-12 00:00:00,28.3,23.3,33.6,6.4,,,9.6,,1009.2,
2024-11-13 00:00:00,28.4,23.9,33,0,,,11.4,,1009,
2024-11-14 00:00:00,28.4,24.4,33.7,0.1,,,10.3,,1009.4,
2024-11-15 00:00:00,28.7,24.5,33.9,9.5,,,16,,1008,
2024-11-16 00:00:00,27.4,24.3,34.4,10.1,,,12.7,,1007.6,
2024-11-17 00:00:00,28,23.5,33,0,,,16.5,,1009.2,
2024-11-18 00:00:00,25.5,24.2,29.4,24.7,,,15.1,,1010.5,
2024-11-19 00:00:00,25.3,23.8,28.9,16.2,,,15.6,,1009.9,
2024-11-20 00:00:00,25.8,23.1,30,8.2,,,14.5,,1009.1,
2024-11-21 00:00:00,26.5,23.4,30,8.1,,,14,,1008.5,
2024-11-22 00:00:00,27.6,23.8,31.5,20.3,,,15,,1009.2,
2024-11-23 00:00:00,26.5,24,30.2,0,,,17.5,,1010,
2024-11-24 00:00:00,26.2,23.8,30.5,19.1,,,18.1,,1009.8,
2024-11-25 00:00:00,25.2,23.9,27.2,59.4,,,17.2,,1009.6,
2024-11-26 00:00:00,27.2,24,31.2,27.9,,,15.8,,1008.7,
2024-11-27 00:00:00,25.6,23.3,28.4,123.7,,,14.7,,1009,
2024-11-28 00:00:00,26.2,23.3,30,58.7,,,16.2,,1008.6,
2024-11-29 00:00:00,25.4,23.8,27.4,41.1,,,14.8,,1008.4,
2024-11-30 00:00:00,27.6,24,31.6,14.7,,,10.3,,1007.5,
2024-12-01 00:00:00,25.4,22.9,29.1,4.5,,,8.6,,1007.7,
2024-12-02 00:00:00,27.3,23.9,31.6,0,,,9.2,,1008.3,
2024-12-03 00:00:00,27.7,23.6,31.5,6.9,,,10.4,,1008.4,
2024-12-04 00:00:00,27.3,23.8,32.1,0,,,16.1,,1008.1,
2024-12-05 00:00:00,27.6,24,32.3,0.5,,,13.5,,1007.9,
2024-12-06 00:00:00,27,24.5,31.6,0,,,12,,1007.9,
2024-12-07 00:00:00,25.5,24.3,27.6,37.5,,,14.3,,1007.7,
2024-12-08 00:00:00,26.6,24.8,30.5,79.5,,,12.2,,1007.9,
2024-12-09 00:00:00,26.9,24,30.2,14.2,,,10.9,,1007.5,
2024-12-10 00:00:00,26.6,,30.3,35.8,,,,,,
2024-12-11 00:00:00,26.6,24.5,30.2,12.2,,,,,,
2024-12-12 00:00:00,25.7,24.5,27.5,63,,,,,,
2024-12-13 00:00:00,26.9,,31,33.8,,,,,,
2024-12-14 00:00:00,27.1,24,31.4,4.3,,,22.2,,1010.4,
2024-12-15 00:00:00,25.6,23.6,30,8.4,,,22.1,,1010.2,
2024-12-16 00:00:00,24.6,23.5,28.5,81.3,,,19.4,,1008.9,
2024-12-17 00:00:00,24.6,23.4,27,65.5,,,19,,1008.2,
2024-12-18 00:00:00,25.1,23.5,28.3,13.3,,,13.8,,1006.5,
2024-12-19 00:00:00,25.3,23.1,29.9,4.9,,,8.1,,1006,
2024-12-20 00:00:00,27.4,24.4,31.2,2.8,,,10.2,,1006.4,
2024-12-21 00:00:00,28.1,25.1,32,9.9,,,14.1,,1007.6,
2024-12-22 00:00:00,27.3,24.3,31,5.1,,,9.8,,1009,
2024-12-23 00:00:00,27.2,24,32.1,5.6,,,15,,1009,
2024-12-24 00:00:00,26.7,24.5,29.6,2,,,11.5,,1009.3,
2024-12-25 00:00:00,25.6,23.7,29.4,2.3,,,13,,1011,
2024-12-26 00:00:00,25.5,23.6,29,27.2,,,17.2,,1012.1,
2024-12-27 00:00:00,25.5,24,27.8,56.1,,,14.7,,1011.3,
2024-12-28 00:00:00,26.7,24,30.6,3.6,,,9.8,,1010.7,
2024-12-29 00:00:00,27.1,24.4,31,0,,,11,,1010.4,
2024-12-30 00:00:00,25.8,24.1,28.2,4.5,,,10.4,,1011,
2024-12-31 00:00:00,26.3,24,29.8,24.9,,,9.7,,1010.3,
2025-01-01 00:00:00,26.2,24,29.6,0.8,,,11.7,,1009.8,
2025-01-02 00:00:00,26.9,23.1,30.5,10.4,,,10.5,,1009.5,
2025-01-03 00:00:00,27.7,23.9,31.6,6.6,,,10,,1009.4,
2025-01-04 00:00:00,26.7,22.7,31.5,16,,,10.2,,1009.5,
